order_id,order_date,category,region,payment_mode,units_sold,unit_price,revenue,month
1445,2025-05-15,Books,East,Cash,20,167.48,3349.6,May
1174,2025-02-22,Toys,South,Cash,22,112.75,2480.5,February
2187,2025-12-27,Toys,East,Upi,24,491.35,11792.4,December
1426,2025-05-10,Books,North,Credit Card,24,289.27,6942.48,May
2085,2025-11-26,Sports,South,Debit Card,3,366.46,1099.38,November
1119,2025-02-05,Electronics,North,Debit Card,5,448.36,2241.8,February
1120,2025-06-02,Books,North,Net Banking,3,106.14,318.42,June
1975,2025-10-23,Clothing,South,Cash,3,173.77,521.31,October
1001,2025-01-01,Books,West,Net Banking,10,460.78,4607.8,January
1395,2025-04-30,Clothing,West,Debit Card,24,69.19,1660.56,April
1402,2025-05-02,Clothing,North,Debit Card,11,77.73,855.03,May
1405,2025-05-03,Sports,North,Net Banking,19,81.69,1552.11,May
1887,2025-09-26,Home & Kitchen,North,Net Banking,8,82.38,659.04,September
1899,2025-09-30,Home & Kitchen,North,Upi,17,291.01,4947.17,September
1163,2025-02-19,Sports,West,Net Banking,3,163.98,491.94,February
1115,2025-02-04,Clothing,South,Debit Card,10,75.71,757.1,February
1671,2025-07-23,Books,South,Credit Card,6,231.67,1390.02,July
1151,2025-02-15,Sports,East,Cash,17,439.29,7467.93,February
1844,2025-09-13,Home & Kitchen,South,Upi,5,409.57,2047.85,September
1830,2025-09-09,Books,North,Credit Card,2,487.03,974.06,September
1562,2025-06-20,Clothing,West,Upi,12,162.19,1946.28,June
1369,2025-04-22,Electronics,North,Credit Card,24,35.89,861.36,April
1544,2025-06-14,Books,South,Cash,15,340.31,5104.65,June
1478,2025-05-25,Sports,North,Credit Card,22,398.98,8777.56,May
2157,2025-12-17,Home & Kitchen,South,Cash,8,79.97,639.76,December
1533,2025-06-11,Home & Kitchen,South,Cash,12,60.24,722.88,June
1626,2025-07-09,Sports,West,Upi,22,300.06,6601.32,July
1693,2025-07-30,Toys,West,Net Banking,17,195.38,3321.46,July
1513,2025-06-05,Clothing,West,Net Banking,12,89.5,1074.0,June
2041,2025-11-12,Home & Kitchen,West,Credit Card,22,337.89,7433.58,November
1073,2025-01-22,Clothing,South,Upi,1,348.51,348.51,January
1808,2025-02-09,Sports,North,Credit Card,15,85.69,1285.35,February
1259,2025-03-20,Books,North,Upi,22,290.47,6390.34,March
1625,2025-07-09,Sports,North,Cash,24,153.47,3683.28,July
1827,2025-09-08,Home & Kitchen,West,Credit Card,24,24.93,598.32,September
1235,2025-03-13,Electronics,West,Credit Card,7,390.12,2730.84,March
1617,2025-07-07,Books,North,Upi,15,174.34,2615.1,July
1517,2025-06-06,Sports,South,Credit Card,14,257.74,3608.36,June
1919,2025-10-06,Clothing,North,Debit Card,1,496.02,496.02,October
1837,2025-09-11,Home & Kitchen,East,Upi,17,277.18,4712.06,September
1843,2025-09-13,Clothing,South,Cash,13,116.91,1519.83,September
1803,2025-09-01,Sports,West,Cash,14,199.59,2794.26,September
1810,2025-09-03,Electronics,East,Credit Card,20,16.74,334.8,September
1593,2025-06-29,Electronics,East,Credit Card,8,253.25,2026.0,June
2083,2025-11-25,Clothing,South,Credit Card,19,405.91,7712.29,November
1502,2025-06-02,Toys,East,Cash,1,236.69,236.69,June
1539,2025-06-13,Clothing,North,Credit Card,6,199.09,1194.54,June
1954,2025-10-17,Clothing,West,Debit Card,14,706.21125,9886.96,October
1729,2025-08-10,Books,South,Net Banking,23,39.7,913.1,August
1344,2025-04-15,Sports,East,Cash,17,293.68,4992.56,April
1985,2025-10-26,Home & Kitchen,North,Debit Card,38,339.8,13082.3,October
1898,2025-09-30,Clothing,East,Cash,22,331.41,7291.02,September
1294,2025-03-30,Home & Kitchen,South,Debit Card,1,355.16,355.16,March
1365,2025-04-21,Toys,East,Upi,18,313.2,5637.6,April
1906,2025-10-02,Sports,East,Cash,6,168.49,1010.94,October
1660,2025-07-20,Toys,East,Cash,13,151.7,1972.1,July
1015,2025-01-05,Clothing,South,Credit Card,6,326.41,1958.46,January
1687,2025-07-28,Sports,East,Net Banking,18,243.66,4385.88,July
1087,2025-01-27,Electronics,South,Upi,8,180.36,1442.88,January
1371,2025-04-23,Sports,South,Credit Card,22,38.17,839.74,April
1166,2025-02-20,Sports,East,Upi,2,189.4,378.8,February
1132,2025-09-02,Sports,South,Credit Card,16,363.1,5809.6,September
1336,2025-12-04,Home & Kitchen,West,Credit Card,14,480.66,6729.24,December
1060,2025-01-18,Books,South,Upi,22,278.92,6136.24,January
1710,2025-08-04,Home & Kitchen,East,Debit Card,17,272.32000000000005,4629.44,August
1940,2025-10-13,Clothing,West,Upi,23,347.72,7997.56,October
1677,2025-07-25,Toys,West,Debit Card,24,412.66,9903.84,July
1355,2025-04-18,Sports,South,Debit Card,23,109.56,2519.88,April
2022,2025-11-06,Toys,South,Cash,38,237.21,9132.59,November
1425,2025-05-09,Electronics,South,Debit Card,1,363.88,363.88,May
1293,2025-03-30,Books,South,Debit Card,9,223.94,2015.46,March
1042,2025-01-13,Home & Kitchen,North,Net Banking,4,158.35,633.4,January
2086,2025-11-26,Home & Kitchen,East,Debit Card,15,185.59,2783.85,November
1330,2025-04-10,Toys,West,Credit Card,15,14.48,217.2,April
1615,2025-07-06,Sports,West,Credit Card,8,99.35,794.8,July
1430,2025-05-11,Home & Kitchen,South,Net Banking,23,160.37,3688.51,May
1080,2025-01-24,Clothing,West,Credit Card,11,259.89,2858.79,January
1694,2025-07-30,Electronics,East,Debit Card,11,232.27,2554.97,July
1029,2025-01-09,Electronics,South,Net Banking,23,207.79,4779.17,January
1708,2025-03-08,Toys,North,Credit Card,11,358.8,3946.8,March
1955,2025-10-17,Clothing,East,Upi,1,235.34,235.34,October
1949,2025-10-15,Home & Kitchen,North,Credit Card,19,27.27,518.13,October
1891,2025-09-28,Electronics,West,Debit Card,10,138.97,1389.7,September
1255,2025-03-19,Clothing,West,Debit Card,23,498.1,11456.3,March
1161,2025-02-18,Clothing,East,Cash,1,498.61,498.61,February
1459,2025-05-20,Sports,East,Upi,16,332.53,5320.48,May
1384,2025-04-27,Clothing,East,Upi,11,87.91,967.01,April
1314,2025-04-06,Books,North,Credit Card,13,471.14,6124.82,April
1085,2025-01-26,Toys,East,Upi,6,445.97,2675.82,January
1575,2025-06-24,Sports,East,Debit Card,8,159.38,1275.04,June
1763,2025-08-20,Home & Kitchen,East,Upi,21,129.33,2715.93,August
1137,2025-02-11,Clothing,South,Debit Card,9,245.12,2206.08,February
1112,2025-03-02,Electronics,East,Credit Card,6,304.79,1828.74,March
1195,2025-02-28,Electronics,West,Credit Card,21,376.24,7901.04,February
1853,2025-09-16,Toys,North,Net Banking,7,30.39,212.73,September
1179,2025-02-24,Toys,East,Debit Card,21,387.54,8138.34,February
1556,2025-06-18,Clothing,South,Debit Card,7,480.94,3366.58,June
1724,2025-08-08,Toys,South,Cash,21,57.41,1205.61,August
1860,2025-09-18,Electronics,South,Debit Card,15,288.14,4322.1,September
1497,2025-05-31,Clothing,North,Upi,12,24.83,297.96,May
1806,2025-09-02,Home & Kitchen,East,Net Banking,10,332.55,3325.5,September
1130,2025-02-09,Electronics,East,Upi,17,130.37,2216.29,February
1716,2025-06-08,Books,East,Net Banking,12,180.56,2166.72,June
1338,2025-04-13,Clothing,West,Cash,23,246.81,5676.63,April
1609,2025-07-04,Books,South,Net Banking,15,442.87,6643.05,July
1125,2025-02-07,Home & Kitchen,East,Cash,9,39.18,352.62,February
1196,2025-01-03,Home & Kitchen,North,Debit Card,22,454.57,10000.54,January
1227,2025-03-10,Clothing,East,Upi,19,138.41,2629.79,March
1690,2025-07-29,Home & Kitchen,West,Net Banking,12,193.59,2323.08,July
1269,2025-03-23,Toys,South,Cash,9,24.97,224.73,March
1153,2025-02-16,Home & Kitchen,South,Net Banking,14,273.17,3824.38,February
1910,2025-10-03,Electronics,North,Credit Card,4,248.95,995.8,October
1585,2025-06-27,Books,West,Credit Card,9,464.67,4182.03,June
2039,2025-11-12,Toys,East,Net Banking,23,156.34,3595.82,November
1104,2025-01-02,Electronics,North,Upi,13,352.56,4583.28,January
1594,2025-06-30,Toys,North,Debit Card,9,127.1,1143.9,June
2126,2025-12-08,Clothing,East,Cash,1,325.88,325.88,December
1787,2025-08-27,Electronics,West,Cash,11,248.95,2738.45,August
1720,2025-07-08,Electronics,East,Upi,4,408.26,1633.04,July
1885,2025-09-26,Home & Kitchen,West,Debit Card,22,413.05,9087.1,September
1777,2025-08-24,Electronics,South,Upi,5,176.17,880.85,August
1957,2025-10-18,Home & Kitchen,East,Debit Card,2,45.39,90.78,October
1850,2025-09-15,Clothing,West,Upi,10,46.34,463.4,September
1895,2025-09-29,Sports,South,Debit Card,17,494.27,8402.59,September
1228,2025-10-03,Sports,East,Net Banking,21,99.51,2089.71,October
2174,2025-12-23,Home & Kitchen,South,Upi,3,485.62,1456.86,December
1302,2025-04-02,Electronics,North,Credit Card,14,109.76,1536.64,April
1855,2025-09-17,Home & Kitchen,East,Debit Card,21,223.84,4700.64,September
1276,2025-03-25,Books,North,Debit Card,18,159.83,2876.94,March
1127,2025-02-08,Toys,North,Upi,13,282.54,3673.02,February
1406,2025-05-03,Books,East,Cash,9,45.95,413.55,May
1776,2025-08-24,Clothing,North,Debit Card,9,365.54,3289.86,August
1822,2025-09-07,Clothing,South,Debit Card,3,19.18,57.54,September
1712,2025-04-08,Sports,North,Debit Card,24,308.33,7399.92,April
1766,2025-08-21,Clothing,South,Debit Card,1,259.48,259.48,August
1750,2025-08-16,Electronics,North,Debit Card,20,377.44,7548.8,August
2151,2025-12-16,Toys,North,Net Banking,11,44.24,486.64,December
1037,2025-01-11,Toys,South,Credit Card,6,237.21,1423.26,January
1140,2025-12-02,Electronics,East,Upi,2,228.39,456.78,December
1304,2025-02-04,Electronics,South,Credit Card,4,490.65,1962.6,February
1268,2025-03-23,Clothing,South,Credit Card,2,124.54,249.08,March
1835,2025-09-11,Toys,North,Credit Card,3,452.6,1357.8,September
1534,2025-06-11,Sports,North,Upi,22,306.12,6734.64,June
1546,2025-06-15,Clothing,South,Debit Card,8,464.93,3719.44,June
1213,2025-03-06,Sports,East,Cash,20,255.99,5119.8,March
1897,2025-09-30,Sports,East,Debit Card,10,397.94,3979.4,September
1469,2025-05-23,Toys,South,Debit Card,5,485.11,2425.55,May
2053,2025-11-16,Home & Kitchen,East,Cash,5,366.47,1832.35,November
1868,2025-09-21,Books,West,Upi,5,341.45,1707.25,September
1673,2025-07-24,Home & Kitchen,North,Net Banking,16,308.92,4942.72,July
1917,2025-10-06,Electronics,West,Net Banking,7,24.87,174.09,October
1528,2025-09-06,Books,West,Debit Card,3,17.36,52.08,September
1676,2025-07-24,Home & Kitchen,North,Upi,16,182.81,2924.96,July
2079,2025-11-24,Sports,West,Debit Card,9,129.89,1169.01,November
1815,2025-09-05,Sports,East,Upi,19,434.86,8262.34,September
1242,2025-03-15,Home & Kitchen,West,Net Banking,13,20.42,265.46,March
1343,2025-04-14,Electronics,West,Cash,1,461.05,461.05,April
1550,2025-06-16,Home & Kitchen,South,Credit Card,10,414.29,4142.9,June
1387,2025-04-28,Clothing,South,Debit Card,17,380.85,6474.45,April
2130,2025-12-09,Home & Kitchen,West,Credit Card,13,326.14,4239.82,December
1967,2025-10-21,Toys,South,Upi,21,29.96,629.16,October
1207,2025-03-04,Books,North,Upi,17,105.12,1787.04,March
1296,2025-03-31,Books,East,Debit Card,3,118.29,354.87,March
1696,2025-07-30,Electronics,North,Credit Card,21,466.61,9798.81,July
2064,2025-11-19,Books,East,Debit Card,10,58.48,584.8,November
1074,2025-01-23,Books,West,Credit Card,15,118.65,1779.75,January
1606,2025-07-03,Home & Kitchen,South,Net Banking,7,333.44,2334.08,July
1105,2025-02-01,Electronics,East,Upi,4,89.99,359.96,February
2029,2025-11-09,Electronics,East,Debit Card,7,248.95,1742.65,November
2121,2025-12-07,Electronics,West,Credit Card,7,442.22,3095.54,December
2198,2025-12-30,Books,South,Upi,14,194.69,2725.66,December
1017,2025-01-05,Toys,East,Debit Card,2,36.68,73.36,January
1440,2025-05-14,Toys,East,Debit Card,17,244.17,4150.89,May
1092,2025-01-28,Sports,East,Credit Card,12,126.45,1517.4,January
1089,2025-01-27,Sports,South,Credit Card,16,115.07,1841.12,January
2063,2025-11-19,Clothing,North,Cash,3,481.92,1445.76,November
1909,2025-10-03,Toys,East,Cash,19,104.76,1990.44,October
1451,2025-05-17,Home & Kitchen,East,Debit Card,17,91.87,1561.79,May
1718,2025-08-06,Clothing,South,Debit Card,5,204.59,1022.95,August
1103,2025-01-31,Electronics,West,Cash,11,349.73,3847.03,January
1239,2025-03-14,Clothing,North,Cash,9,350.98,3158.82,March
1069,2025-01-21,Clothing,East,Upi,4,307.22,1228.88,January
1943,2025-10-13,Clothing,East,Debit Card,3,374.8,1124.4,October
1247,2025-03-16,Toys,North,Cash,8,280.88,2247.04,March
1939,2025-10-12,Toys,South,Debit Card,13,117.0,1521.0,October
2196,2025-12-29,Electronics,South,Cash,8,301.73,2413.84,December
1158,2025-02-17,Home & Kitchen,West,Credit Card,7,190.86,1336.02,February
1480,2025-05-26,Books,West,Debit Card,22,338.02,7436.44,May
1646,2025-07-15,Sports,West,Upi,14,290.54,4067.56,July
1006,2025-01-02,Clothing,West,Credit Card,10,448.2,4482.0,January
2104,2025-01-12,Sports,West,Cash,19,209.08,3972.52,January
1872,2025-09-22,Electronics,North,Credit Card,5,350.1,1750.5,September
1966,2025-10-20,Clothing,West,Upi,19,482.82,9173.58,October
1019,2025-01-06,Clothing,South,Debit Card,3,149.73,449.19,January
2026,2025-11-08,Toys,East,Cash,5,123.95,619.75,November
1122,2025-02-06,Electronics,South,Credit Card,6,212.54,1275.24,February
1947,2025-10-15,Home & Kitchen,East,Debit Card,18,304.97,5489.46,October
1662,2025-07-20,Electronics,West,Net Banking,12,410.28,4923.36,July
2025,2025-11-07,Toys,East,Upi,22,197.42,4343.24,November
1275,2025-03-25,Books,North,Upi,19,285.26,5419.94,March
1434,2025-05-12,Sports,East,Upi,13,445.31,5789.03,May
1812,2025-04-09,Electronics,East,Upi,8,487.47,3899.76,April
2156,2025-12-17,Sports,South,Cash,13,76.02,988.26,December
1312,2025-05-04,Sports,East,Debit Card,13,340.38,4424.94,May
2140,2025-12-12,Toys,West,Net Banking,18,237.21,4269.78,December
2152,2025-12-16,Books,North,Cash,9,285.1,2565.9,December
1781,2025-08-25,Electronics,West,Net Banking,2,248.95,497.9,August
1547,2025-06-15,Sports,South,Debit Card,12,196.72,2360.64,June
1182,2025-02-24,Electronics,East,Upi,17,384.42,6535.14,February
1185,2025-02-25,Electronics,East,Debit Card,22,377.11,8296.42,February
1407,2025-05-04,Electronics,North,Upi,2,244.85,489.7,May
1866,2025-09-20,Sports,North,Debit Card,15,183.73,2755.95,September
1521,2025-06-07,Electronics,North,Credit Card,38,253.13,9745.5,June
2004,2025-01-11,Toys,East,Upi,8,459.61,3676.88,January
1381,2025-04-26,Toys,West,Credit Card,18,237.21,4269.78,April
1428,2025-10-05,Toys,East,Debit Card,10,389.64,3896.4,October
1079,2025-01-24,Books,North,Credit Card,3,367.54,1102.62,January
2010,2025-11-03,Toys,South,Cash,5,63.52,317.6,November
1191,2025-02-27,Home & Kitchen,South,Upi,13,372.42,4841.46,February
1608,2025-04-07,Electronics,North,Net Banking,10,204.19,2041.9,April
2081,2025-11-24,Books,East,Credit Card,20,308.75,6175.0,November
2110,2025-12-03,Toys,West,Credit Card,16,192.03,3072.48,December
1538,2025-06-13,Electronics,North,Debit Card,4,401.72,1606.88,June
1959,2025-10-18,Electronics,North,Debit Card,4,18.79,75.16,October
1560,2025-06-19,Electronics,North,Net Banking,7,307.67,2153.69,June
1847,2025-09-14,Books,East,Credit Card,22,234.8,5165.6,September
1691,2025-07-29,Sports,West,Debit Card,19,405.16,7698.04,July
2185,2025-12-26,Clothing,East,Credit Card,4,475.51,1902.04,December
2138,2025-12-12,Electronics,East,Credit Card,18,67.78,1220.04,December
1437,2025-05-13,Books,West,Net Banking,24,247.25,5934.0,May
1491,2025-05-29,Toys,South,Credit Card,7,80.26,561.82,May
2119,2025-12-06,Sports,East,Debit Card,13,203.35,2643.55,December
1070,2025-01-21,Toys,West,Upi,5,84.38,421.9,January
1809,2025-09-03,Toys,West,Net Banking,18,120.74,2173.32,September
1012,2025-04-01,Home & Kitchen,West,Net Banking,7,354.2,2479.4,April
1145,2025-02-13,Home & Kitchen,South,Net Banking,19,42.47,806.93,February
1918,2025-10-06,Toys,West,Upi,6,445.51,2673.06,October
1640,2025-07-13,Clothing,South,Upi,1,202.76,202.76,July
1177,2025-02-23,Books,North,Upi,5,7.63,38.15,February
1995,2025-10-29,Sports,South,Net Banking,3,13.04,39.12,October
1441,2025-05-14,Sports,South,Net Banking,4,419.92,1679.68,May
1522,2025-06-08,Books,North,Net Banking,2,29.87,59.74,June
2005,2025-11-01,Books,North,Cash,1,326.65,326.65,November
1144,2025-02-13,Sports,North,Upi,23,235.82,5423.86,February
1754,2025-08-17,Sports,East,Debit Card,3,241.29,723.87,August
1520,2025-07-06,Clothing,South,Cash,6,257.38,1544.28,July
1823,2025-09-07,Clothing,South,Upi,5,293.71,1468.55,September
1429,2025-05-10,Toys,East,Debit Card,15,431.79,6476.85,May
1613,2025-07-05,Clothing,North,Net Banking,21,347.07,7288.47,July
2033,2025-11-10,Home & Kitchen,South,Debit Card,20,268.28,5365.6,November
1157,2025-02-17,Home & Kitchen,East,Debit Card,11,41.68,458.48,February
1540,2025-06-13,Home & Kitchen,South,Credit Card,1,376.63,376.63,June
1462,2025-05-20,Books,East,Debit Card,3,234.8,704.4,May
1577,2025-06-24,Home & Kitchen,West,Debit Card,23,44.08,1013.84,June
1256,2025-03-19,Home & Kitchen,North,Debit Card,16,413.58,6617.28,March
1980,2025-10-25,Books,North,Upi,10,150.21,1502.1,October
2007,2025-11-02,Home & Kitchen,East,Cash,15,204.0,3060.0,November
1561,2025-06-20,Books,North,Debit Card,20,340.86,6817.2,June
1209,2025-03-05,Toys,North,Net Banking,19,124.54,2366.26,March
1911,2025-10-04,Sports,South,Debit Card,17,346.1,5883.7,October
1002,2025-01-01,Sports,West,Debit Card,2,294.3,588.6,January
1270,2025-03-23,Clothing,East,Credit Card,24,208.54,5004.96,March
1266,2025-03-22,Electronics,East,Cash,16,429.72,6875.52,March
1915,2025-10-05,Toys,South,Net Banking,8,13.02,104.16,October
1231,2025-03-11,Toys,West,Debit Card,19,237.21,4506.99,March
1865,2025-09-20,Electronics,East,Cash,4,137.75,551.0,September
2067,2025-11-20,Clothing,West,Net Banking,16,272.98,4367.68,November
1874,2025-09-23,Books,West,Upi,19,322.54,6128.26,September
2090,2025-11-27,Home & Kitchen,West,Debit Card,22,352.36,7751.92,November
1399,2025-05-01,Electronics,East,Debit Card,6,35.97,215.82,May
2113,2025-12-04,Sports,South,Credit Card,22,255.44,5619.68,December
1046,2025-01-14,Electronics,North,Upi,9,181.66,1634.94,January
1162,2025-02-18,Clothing,North,Debit Card,11,281.73,3099.03,February
1992,2025-10-28,Clothing,East,Cash,14,706.21125,9886.96,October
1728,2025-09-08,Home & Kitchen,East,Debit Card,2,330.79,661.58,September
1630,2025-07-10,Clothing,South,Upi,18,275.61,4960.98,July
1289,2025-03-29,Home & Kitchen,South,Upi,13,272.32000000000005,3540.16,March
2060,2025-11-18,Clothing,South,Net Banking,17,425.73,7237.41,November
2193,2025-12-28,Sports,West,Credit Card,23,323.76,7446.48,December
1576,2025-06-24,Electronics,South,Net Banking,1,173.29,173.29,June
1851,2025-09-16,Clothing,West,Debit Card,8,109.51,876.08,September
1912,2025-04-10,Electronics,South,Cash,9,412.52,3712.68,April
2106,2025-12-02,Home & Kitchen,West,Upi,21,129.19,2712.99,December
1933,2025-10-10,Electronics,West,Net Banking,3,303.56,910.68,October
2101,2025-11-30,Toys,West,Debit Card,2,200.99,401.98,November
1248,2025-03-16,Sports,South,Net Banking,19,24.29,461.51,March
1477,2025-05-25,Toys,East,Cash,11,423.33,4656.63,May
1086,2025-01-26,Books,South,Debit Card,5,124.56,622.8,January
1470,2025-05-23,Toys,East,Net Banking,13,287.77,3741.01,May
1226,2025-03-10,Toys,South,Credit Card,17,165.63,2815.71,March
1775,2025-08-23,Electronics,South,Cash,9,248.95,2240.55,August
1332,2025-11-04,Toys,South,Upi,7,306.8,2147.6,November
1234,2025-03-12,Home & Kitchen,South,Net Banking,4,408.4,1633.6,March
1589,2025-06-28,Home & Kitchen,North,Net Banking,15,299.63,4494.45,June
1476,2025-05-25,Sports,South,Upi,6,280.61,1683.66,May
1600,2025-01-07,Home & Kitchen,South,Net Banking,11,452.66,4979.26,January
1422,2025-05-08,Clothing,South,Debit Card,5,33.2,166.0,May
1183,2025-02-25,Home & Kitchen,West,Credit Card,5,706.21125,3531.06,February
1989,2025-10-27,Toys,East,Upi,5,5.55,27.75,October
2001,2025-10-31,Toys,West,Cash,18,71.62,1289.16,October
1050,2025-01-15,Books,North,Credit Card,38,157.36,6058.36,January
2145,2025-12-14,Electronics,South,Credit Card,15,299.64,4494.6,December
2030,2025-11-09,Clothing,West,Net Banking,4,92.56,370.24,November
1530,2025-06-10,Electronics,East,Cash,15,122.55,1838.25,June
1487,2025-05-28,Toys,West,Debit Card,2,435.98,871.96,May
1498,2025-05-31,Clothing,South,Upi,21,149.27,3134.67,May
1107,2025-02-02,Home & Kitchen,West,Credit Card,22,208.92,4596.24,February
1444,2025-05-15,Home & Kitchen,South,Upi,21,206.37,4333.77,May
1647,2025-07-16,Clothing,North,Net Banking,5,234.67,1173.35,July
2037,2025-11-11,Toys,East,Debit Card,23,407.17,9364.91,November
1727,2025-08-09,Electronics,East,Credit Card,8,339.53,2716.24,August
1283,2025-03-27,Sports,West,Debit Card,1,24.27,24.27,March
1030,2025-01-09,Home & Kitchen,South,Credit Card,13,329.31,4281.03,January
1170,2025-02-21,Books,East,Debit Card,17,362.76,6166.92,February
2002,2025-10-31,Sports,South,Debit Card,20,51.74,1034.8,October
1101,2025-01-31,Sports,East,Net Banking,24,217.33,5215.92,January
1198,2025-03-01,Books,North,Upi,7,706.21125,4943.48,March
1496,2025-05-31,Books,South,Upi,12,460.77,5529.24,May
1648,2025-07-16,Electronics,North,Credit Card,6,63.76,382.56,July
1988,2025-10-27,Sports,South,Debit Card,19,151.43,2877.17,October
1045,2025-01-14,Sports,North,Cash,13,270.1,3511.3,January
1711,2025-08-04,Books,North,Cash,20,62.6,1252.0,August
1374,2025-04-24,Home & Kitchen,North,Debit Card,23,427.01,9821.23,April
1679,2025-07-25,Sports,North,Upi,11,241.29,2654.19,July
1567,2025-06-21,Sports,North,Credit Card,4,241.29,965.16,June
1848,2025-09-15,Clothing,North,Net Banking,6,172.04,1032.24,September
1461,2025-05-20,Electronics,West,Net Banking,14,287.58,4026.12,May
1040,2025-12-01,Books,West,Upi,11,59.66,656.26,December
1435,2025-05-12,Books,West,Net Banking,5,188.88,944.4,May
1974,2025-10-23,Books,West,Cash,16,302.45,4839.2,October
2008,2025-02-11,Toys,South,Cash,21,365.82,7682.22,February
1457,2025-05-19,Sports,North,Net Banking,3,278.57,835.71,May
1261,2025-03-20,Electronics,North,Net Banking,3,51.98,155.94,March
1036,2025-11-01,Toys,East,Credit Card,24,333.79,8010.96,November
1828,2025-09-09,Home & Kitchen,North,Upi,8,296.23,2369.84,September
1310,2025-04-04,Toys,North,Cash,14,230.11,3221.54,April
1277,2025-03-25,Electronics,South,Net Banking,8,248.95,1991.6,March
1655,2025-07-18,Sports,East,Debit Card,13,331.07,4303.91,July
1623,2025-07-08,Sports,South,Credit Card,20,147.53,2950.6,July
1845,2025-09-14,Home & Kitchen,East,Cash,21,465.55,9776.55,September
1394,2025-04-30,Sports,South,Net Banking,23,120.09,2762.07,April
1108,2025-02-02,Home & Kitchen,North,Cash,11,435.91,4795.01,February
1350,2025-04-16,Electronics,South,Credit Card,21,46.86,984.06,April
1525,2025-06-09,Books,West,Debit Card,4,221.9,887.6,June
1785,2025-08-27,Electronics,West,Cash,4,17.76,71.04,August
1048,2025-01-15,Books,West,Upi,6,415.14,2490.84,January
1204,2025-03-03,Toys,East,Upi,14,239.59,3354.26,March
1022,2025-01-07,Electronics,South,Debit Card,2,154.02,308.04,January
1403,2025-05-03,Electronics,North,Cash,1,174.61,174.61,May
2108,2025-03-12,Toys,North,Cash,22,294.35,6475.7,March
2155,2025-12-17,Clothing,North,Net Banking,20,151.68,3033.6,December
1990,2025-10-28,Books,South,Credit Card,8,139.62,1116.96,October
1742,2025-08-13,Books,North,Net Banking,24,479.27,11502.48,August
2148,2025-12-15,Sports,South,Credit Card,19,176.01,3344.19,December
1034,2025-01-11,Books,North,Cash,17,39.89,678.13,January
1788,2025-08-27,Clothing,South,Debit Card,24,345.58,8293.92,August
1924,2025-08-10,Electronics,East,Net Banking,2,433.45,866.9,August
2181,2025-12-25,Sports,West,Upi,10,468.29,4682.9,December
1580,2025-06-25,Books,North,Net Banking,13,174.98,2274.74,June
1482,2025-05-27,Home & Kitchen,East,Upi,4,113.01,452.04,May
1932,2025-10-10,Books,East,Upi,21,299.15,6282.15,October
1357,2025-04-19,Sports,East,Debit Card,10,443.62,4436.2,April
1760,2025-08-19,Sports,East,Debit Card,13,218.49,2840.37,August
1093,2025-01-28,Clothing,North,Net Banking,6,33.58,201.48,January
2176,2025-12-23,Books,North,Credit Card,11,362.42,3986.62,December
1804,2025-01-09,Clothing,West,Cash,4,54.62,218.48,January
1746,2025-08-15,Books,West,Upi,1,458.63,458.63,August
1280,2025-03-26,Toys,East,Net Banking,7,383.35,2683.45,March
1765,2025-08-20,Electronics,East,Cash,4,244.59,978.36,August
1605,2025-07-03,Electronics,West,Debit Card,12,110.16,1321.92,July
1401,2025-05-02,Books,North,Upi,12,405.47,4865.64,May
1258,2025-03-20,Books,East,Debit Card,22,128.26,2821.72,March
1945,2025-10-14,Clothing,South,Cash,4,34.67,138.68,October
2097,2025-11-29,Electronics,West,Cash,16,384.43,6150.88,November
2162,2025-12-19,Sports,West,Debit Card,13,378.79,4924.27,December
1495,2025-05-30,Sports,North,Credit Card,6,245.63,1473.78,May
1773,2025-08-23,Electronics,East,Net Banking,10,489.29,4892.9,August
1551,2025-06-16,Electronics,North,Upi,15,264.74,3971.1,June
1202,2025-03-03,Books,West,Debit Card,20,318.03,6360.6,March
1313,2025-04-05,Electronics,South,Debit Card,2,189.7,379.4,April
1291,2025-03-30,Toys,North,Cash,8,495.39,3963.12,March
1764,2025-08-20,Sports,South,Debit Card,18,422.89,7612.02,August
2137,2025-12-11,Sports,North,Debit Card,10,172.35,1723.5,December
1950,2025-10-16,Toys,North,Net Banking,11,368.4,4052.4,October
1184,2025-02-25,Toys,South,Cash,4,392.07,1568.28,February
2177,2025-12-24,Books,North,Cash,16,24.94,399.04,December
2069,2025-11-21,Electronics,South,Debit Card,24,33.23,797.52,November
2031,2025-11-09,Home & Kitchen,West,Credit Card,1,493.73,493.73,November
1251,2025-03-17,Books,East,Upi,5,449.47,2247.35,March
1824,2025-07-09,Clothing,South,Cash,1,10.59,10.59,July
2100,2025-11-30,Books,South,Debit Card,4,339.45,1357.8,November
1941,2025-10-13,Books,South,Cash,1,120.5,120.5,October
1392,2025-04-29,Home & Kitchen,South,Debit Card,6,166.5,999.0,April
2192,2025-12-28,Clothing,South,Credit Card,1,222.73,222.73,December
1905,2025-10-02,Clothing,South,Debit Card,5,216.61,1083.05,October
1731,2025-08-10,Toys,West,Net Banking,16,94.98,1519.68,August
1555,2025-06-18,Clothing,South,Debit Card,6,244.845,1469.07,June
1367,2025-04-22,Home & Kitchen,East,Upi,20,235.18,4703.6,April
1346,2025-04-15,Sports,South,Net Banking,21,180.69,3794.49,April
