order_id,order_date,category,region,payment_mode,units_sold,unit_price,revenue
1188,02/26/2025,Electronics,South,Credit Card,2.0,74.46,148.92
1635,12-Jul-2025,home & kitchen,North,Credit Card,20.0,466.12,9322.4
1553,2025-06-17,Sports,WEST,UPI,2.0,121.04,242.08
1305,2025-04-03,sports,east,Debit Card,6.0,326.51,1959.06
1032,01/10/2025,Clothing,South,Net Banking,5.0,83.95,419.75
1881,2025-09-25,toys,west,UPI,16.0,124.06,1984.96
1685,2025-07-27,Books,South,Credit Card,6.0,46.92,281.52
1322,04/08/2025,electronics,west,Debit Card,2.0,319.79,639.58
1241,2025-03-14,Toys,east,Credit Card,20.0,219.01,4380.2
1068,01/21/2025,books,east,Cash,7.0,222.41,1556.87
1175,22-Feb-2025,Home & Kitchen,north,UPI,,332.53,
1767,21-Aug-2025,clothing,  North  ,UPI,18.0,157.69,2838.42
2199,30-Dec-2025,Home & Kitchen,North,Net Banking,10.0,112.08,1120.8
1246,16/03/2025,HOME & KITCHEN,WEST,UPI,1.0,125.48,125.48
1057,2025-01-18,CLOTHING,South,UPI,8.0,438.78,3510.24
1631,11-Jul-2025,SPORTS,North,Net Banking,17.0,451.69,7678.73
1584,06/26/2025,Sports,WEST,Debit Card,3.0,189.39,568.17
2052,11/16/2025,toys,North,Debit Card,6.0,252.48,1514.88
1146,14/02/2025,electronics,  East  ,Debit Card,3.0,196.97,590.91
1091,28-Jan-2025,Clothing,North,Credit Card,24.0,,
2143,13-Dec-2025,SPORTS,South,UPI,21.0,33.99,713.79
1393,2025-04-30,toys,SOUTH,Debit Card,17.0,153.19,2604.23
1901,2025-10-01,sports,West,Credit Card,16.0,148.27,2372.32
1683,27-Jul-2025,Toys,,Debit Card,23.0,167.45,3851.35
1311,05-Apr-2025,home & kitchen,North,Net Banking,13.0,,
1360,04/19/2025,BOOKS,East,Cash,22.0,,
1094,29/01/2025,electronics,West,Credit Card,1.0,198.56,198.56
2066,20/11/2025,Sports,East,Net Banking,3.0,294.85,884.55
2051,15-Nov-2025,SPORTS,north,Credit Card,2.0,437.07,874.14
1377,2025-04-25,clothing,North,Debit Card,12.0,195.87,2350.44
1244,03/15/2025,Electronics,South,Credit Card,17.0,21.67,368.39
2105,2025-12-02,  Sports  ,West,Debit Card,10.0,467.69,4676.9
1088,01/27/2025,Toys,west,UPI,2.0,57.15,114.3
1215,06-Mar-2025,electronics,North,Debit Card,23.0,43.1,991.3
1445,2025-05-15,Books,east,Cash,20.0,167.48,3349.6
1174,22/02/2025,Toys,SOUTH,Cash,22.0,112.75,2480.5
2187,27-Dec-2025,toys,East,UPI,24.0,491.35,11792.4
1426,10/05/2025,Books,  North  ,Credit Card,24.0,289.27,6942.48
2085,2025-11-26,Sports,South,Debit Card,3.0,366.46,1099.38
1119,05-Feb-2025,Electronics,North,Debit Card,5.0,448.36,2241.8
1120,02/06/2025,books,North,Net Banking,3.0,106.14,318.42
1975,23-Oct-2025,clothing,South,Cash,3.0,173.77,521.31
1221,2025-03-08,Toys,NORTH,Credit Card,23.0,139.61,3211.03
1001,2025-01-01,BOOKS,west,Net Banking,10.0,460.78,4607.8
1395,30-Apr-2025,clothing,West,Debit Card,24.0,69.19,1660.56
1402,02/05/2025,Clothing,North,Debit Card,11.0,77.73,855.03
1405,2025-05-03,Sports,north,Net Banking,19.0,81.69,1552.11
1887,26-Sep-2025,Home & Kitchen,NORTH,Net Banking,8.0,82.38,659.04
1899,30-Sep-2025,home & kitchen,North,UPI,17.0,291.01,4947.17
1163,19-Feb-2025,sports,WEST,Net Banking,3.0,163.98,491.94
1115,04-Feb-2025,CLOTHING,  South  ,Debit Card,10.0,75.71,757.1
1671,23-Jul-2025,books,South,Credit Card,6.0,231.67,1390.02
1151,15-Feb-2025,SPORTS,East,Cash,17.0,439.29,7467.93
1844,09/13/2025,home & kitchen,,UPI,5.0,409.57,2047.85
1830,09/09/2025,Books,north,Credit Card,2.0,487.03,974.06
1562,20/06/2025,CLOTHING,West,UPI,12.0,162.19,1946.28
1369,2025-04-22,  Electronics  ,North,Credit Card,24.0,35.89,861.36
1544,06/14/2025,books,south,Cash,15.0,340.31,5104.65
1478,25/05/2025,Sports,NORTH,Credit Card,22.0,398.98,8777.56
2157,2025-12-17,home & kitchen,South,Cash,8.0,79.97,639.76
1533,2025-06-11,Home & Kitchen,South,Cash,12.0,60.24,722.88
1626,09/07/2025,SPORTS,WEST,UPI,22.0,300.06,6601.32
1693,2025-07-30,Toys,WEST,Net Banking,17.0,195.38,3321.46
1513,2025-06-05,clothing,west,Net Banking,12.0,89.5,1074.0
2041,2025-11-12,  Home & Kitchen  ,  West  ,Credit Card,22.0,337.89,7433.58
1073,2025-01-22,Clothing,South,UPI,1.0,348.51,348.51
1808,09/02/2025,SPORTS,north,Credit Card,15.0,85.69,1285.35
1259,20-Mar-2025,BOOKS,  North  ,UPI,22.0,290.47,6390.34
1625,2025-07-09,SPORTS,North,Cash,24.0,153.47,3683.28
1827,08-Sep-2025,HOME & KITCHEN,WEST,Credit Card,24.0,24.93,598.32
1235,13-Mar-2025,ELECTRONICS,WEST,Credit Card,7.0,390.12,2730.84
1136,02/10/2025,Sports,,UPI,5.0,422.45,2112.25
1617,2025-07-07,Books,North,UPI,15.0,174.34,2615.1
1517,2025-06-06,  Sports  ,South,Credit Card,14.0,257.74,3608.36
1919,06-Oct-2025,Clothing,north,Debit Card,1.0,496.02,496.02
1837,2025-09-11,Home & Kitchen,EAST,UPI,17.0,277.18,4712.06
1843,13-Sep-2025,Clothing,,Cash,13.0,116.91,1519.83
1803,01-Sep-2025,sports,West,Cash,14.0,199.59,2794.26
1810,03/09/2025,Electronics,East,Credit Card,20.0,16.74,334.8
1593,2025-06-29,Electronics,East,Credit Card,8.0,253.25,2026.0
2083,25-Nov-2025,CLOTHING,,Credit Card,19.0,405.91,7712.29
1502,02/06/2025,Toys,east,Cash,1.0,236.69,236.69
1539,13-Jun-2025,CLOTHING,north,Credit Card,6.0,199.09,1194.54
1954,17/10/2025,clothing,  West  ,Debit Card,14.0,16191.409534025599,226679.73
1729,2025-08-10,BOOKS,South,Net Banking,23.0,39.7,913.1
1582,26/06/2025,Electronics,,UPI,4.0,468.06,1872.24
1344,04/15/2025,Sports,east,Cash,17.0,293.68,4992.56
1985,2025-10-26,Home & Kitchen,North,Debit Card,1462.0,339.8,496787.6
1898,30/09/2025,CLOTHING,EAST,Cash,22.0,331.41,7291.02
1294,30/03/2025,HOME & KITCHEN,South,Debit Card,1.0,355.16,355.16
1365,2025-04-21,Toys,east,UPI,18.0,313.2,5637.6
1906,02/10/2025,Sports,east,Cash,6.0,168.49,1010.94
1660,07/20/2025,TOYS,EAST,Cash,13.0,151.7,1972.1
1015,05-Jan-2025,Clothing,,Credit Card,6.0,326.41,1958.46
1687,28-Jul-2025,SPORTS,east,Net Banking,18.0,243.66,4385.88
1087,27-Jan-2025,ELECTRONICS,South,UPI,8.0,180.36,1442.88
1371,23-Apr-2025,Sports,SOUTH,Credit Card,22.0,38.17,839.74
1166,20/02/2025,sports,  East  ,UPI,2.0,189.4,378.8
1132,02/09/2025,sports,South,Credit Card,16.0,363.1,5809.6
1336,04/12/2025,Home & Kitchen,West,Credit Card,14.0,480.66,6729.24
1060,01/18/2025,Books,South,UPI,22.0,278.92,6136.24
1710,04/08/2025,Home & Kitchen,east,Debit Card,17.0,,
1940,10/13/2025,Clothing,west,UPI,23.0,347.72,7997.56
1677,2025-07-25,Toys,West,Debit Card,24.0,412.66,9903.84
1355,18-Apr-2025,SPORTS,South,,23.0,109.56,2519.88
2022,06/11/2025,Toys,South,Cash,1021.0,,
1425,2025-05-09,Electronics,South,Debit Card,1.0,363.88,363.88
1293,2025-03-30,Books,SOUTH,Debit Card,9.0,223.94,2015.46
1042,13/01/2025,HOME & KITCHEN,NORTH,Net Banking,4.0,158.35,633.4
2086,26/11/2025,Home & Kitchen,east,Debit Card,15.0,185.59,2783.85
1330,10/04/2025,Toys,  West  ,Credit Card,15.0,14.48,217.2
1615,06-Jul-2025,Sports,  West  ,Credit Card,8.0,99.35,794.8
1430,11/05/2025,HOME & KITCHEN,South,Net Banking,23.0,160.37,3688.51
1080,01/24/2025,Clothing,West,Credit Card,11.0,259.89,2858.79
1694,30/07/2025,electronics,east,Debit Card,11.0,232.27,2554.97
1029,2025-01-09,Electronics,South,Net Banking,23.0,207.79,4779.17
1708,08/03/2025,Toys,NORTH,Credit Card,11.0,358.8,3946.8
1955,17-Oct-2025,Clothing,EAST,UPI,1.0,235.34,235.34
1949,2025-10-15,Home & Kitchen,NORTH,Credit Card,19.0,27.27,518.13
1891,28-Sep-2025,Electronics,WEST,Debit Card,10.0,138.97,1389.7
1255,19-Mar-2025,clothing,  West  ,,23.0,498.1,11456.3
1161,2025-02-18,Clothing,East,Cash,1.0,498.61,498.61
1459,20-May-2025,Sports,east,UPI,16.0,332.53,5320.48
1384,04/27/2025,Clothing,East,UPI,11.0,87.91,967.01
1314,06/04/2025,Books,North,Credit Card,13.0,471.14,6124.82
1085,2025-01-26,  Toys  ,  East  ,UPI,6.0,445.97,2675.82
1575,24-Jun-2025,Sports,EAST,Debit Card,8.0,159.38,1275.04
1763,20-Aug-2025,Home & Kitchen,East,UPI,21.0,129.33,2715.93
1137,2025-02-11,Clothing,south,Debit Card,9.0,245.12,2206.08
1112,02/03/2025,ELECTRONICS,  East  ,Credit Card,6.0,304.79,1828.74
1195,28-Feb-2025,Electronics,West,Credit Card,21.0,376.24,7901.04
1853,2025-09-16,Toys,North,Net Banking,7.0,30.39,212.73
1179,24-Feb-2025,TOYS,East,,21.0,387.54,8138.34
1556,06/18/2025,CLOTHING,South,Debit Card,7.0,480.94,3366.58
1724,08/08/2025,TOYS,South,Cash,21.0,57.41,1205.61
1860,09/18/2025,electronics,South,Debit Card,15.0,288.14,4322.1
1497,2025-05-31,  Clothing  ,North,UPI,12.0,24.83,297.96
1336,2025-04-12,home & kitchen,west,Credit Card,14.0,480.66,6729.24
1806,02/09/2025,Home & Kitchen,East,Net Banking,10.0,332.55,3325.5
1130,09/02/2025,Electronics,East,UPI,17.0,130.37,2216.29
1716,08/06/2025,BOOKS,  East  ,Net Banking,12.0,180.56,2166.72
1338,13/04/2025,  Clothing  ,  West  ,Cash,23.0,246.81,5676.63
1481,26-May-2025,Clothing,  South  ,Net Banking,1.0,114.15,114.15
1609,2025-07-04,Books,South,Net Banking,,442.87,
1125,2025-02-07,HOME & KITCHEN,East,Cash,9.0,39.18,352.62
1196,03/01/2025,Home & Kitchen,North,Debit Card,22.0,454.57,10000.54
1227,10-Mar-2025,CLOTHING,EAST,UPI,19.0,138.41,2629.79
1690,29/07/2025,HOME & KITCHEN,west,Net Banking,12.0,193.59,2323.08
1269,2025-03-23,toys,  South  ,Cash,9.0,24.97,224.73
1153,2025-02-16,home & kitchen,South,Net Banking,14.0,273.17,3824.38
1910,03/10/2025,ELECTRONICS,  North  ,Credit Card,4.0,,
1585,2025-06-27,books,WEST,Credit Card,9.0,464.67,4182.03
2039,12-Nov-2025,  Toys  ,East,Net Banking,23.0,156.34,3595.82
1104,02/01/2025,electronics,North,UPI,13.0,352.56,4583.28
1594,30/06/2025,Toys,north,Debit Card,9.0,127.1,1143.9
2126,08/12/2025,clothing,East,Cash,1.0,325.88,325.88
1787,27-Aug-2025,Electronics,West,Cash,11.0,,
1720,08/07/2025,Electronics,East,UPI,4.0,408.26,1633.04
1885,2025-09-26,Home & Kitchen,west,Debit Card,22.0,413.05,9087.1
1777,2025-08-24,Electronics,south,UPI,5.0,176.17,880.85
1957,2025-10-18,Home & Kitchen,East,Debit Card,2.0,45.39,90.78
1850,15/09/2025,clothing,West,UPI,10.0,46.34,463.4
1895,29-Sep-2025,  Sports  ,south,,17.0,494.27,8402.59
1228,03/10/2025,sports,East,Net Banking,21.0,99.51,2089.71
2174,23/12/2025,Home & Kitchen,SOUTH,UPI,3.0,485.62,1456.86
1302,02/04/2025,Electronics,North,Credit Card,14.0,109.76,1536.64
1855,17-Sep-2025,home & kitchen,East,Debit Card,21.0,223.84,4700.64
1276,03/25/2025,books,North,Debit Card,18.0,159.83,2876.94
1127,08-Feb-2025,  Toys  ,North,UPI,13.0,282.54,3673.02
1406,03/05/2025,Books,East,Cash,9.0,45.95,413.55
1776,08/24/2025,Clothing,north,Debit Card,9.0,365.54,3289.86
1822,07/09/2025,Clothing,SOUTH,Debit Card,3.0,19.18,57.54
1712,08/04/2025,Sports,  North  ,Debit Card,24.0,308.33,7399.92
1766,21/08/2025,  Clothing  ,  South  ,Debit Card,1.0,259.48,259.48
1684,07/27/2025,CLOTHING,West,Cash,23.0,108.48,2495.04
1750,16/08/2025,Electronics,north,,20.0,377.44,7548.8
2151,16-Dec-2025,Toys,North,Net Banking,11.0,44.24,486.64
1037,2025-01-11,Toys,South,Credit Card,6.0,,
1140,02/12/2025,Electronics,East,UPI,2.0,228.39,456.78
1304,04/02/2025,Electronics,South,Credit Card,4.0,490.65,1962.6
1268,03/23/2025,CLOTHING,  South  ,Credit Card,2.0,124.54,249.08
1835,11-Sep-2025,Toys,north,Credit Card,3.0,452.6,1357.8
1534,11/06/2025,Sports,North,UPI,22.0,306.12,6734.64
1546,15/06/2025,Clothing,South,Debit Card,8.0,464.93,3719.44
1213,2025-03-06,SPORTS,east,Cash,20.0,255.99,5119.8
1897,2025-09-30,Sports,East,,10.0,397.94,3979.4
1469,2025-05-23,TOYS,South,,5.0,485.11,2425.55
1199,02-Mar-2025,HOME & KITCHEN,south,Cash,5.0,328.8,1644.0
2053,2025-11-16,Home & Kitchen,East,Cash,5.0,366.47,1832.35
1868,09/21/2025,books,WEST,UPI,5.0,341.45,1707.25
1673,2025-07-24,Home & Kitchen,NORTH,Net Banking,16.0,308.92,4942.72
1917,2025-10-06,  Electronics  ,West,Net Banking,7.0,24.87,174.09
1528,06/09/2025,BOOKS,west,Debit Card,3.0,17.36,52.08
1676,07/24/2025,  Home & Kitchen  ,NORTH,UPI,16.0,182.81,2924.96
2079,24-Nov-2025,Sports,west,Debit Card,9.0,129.89,1169.01
1815,05-Sep-2025,Sports,east,UPI,19.0,434.86,8262.34
1242,15/03/2025,HOME & KITCHEN,west,Net Banking,13.0,20.42,265.46
1343,14-Apr-2025,Electronics,WEST,Cash,1.0,461.05,461.05
1550,16/06/2025,Home & Kitchen,South,Credit Card,10.0,414.29,4142.9
1387,28-Apr-2025,Clothing,South,Debit Card,17.0,380.85,6474.45
2130,09/12/2025,home & kitchen,west,Credit Card,13.0,326.14,4239.82
1967,21-Oct-2025,TOYS,South,UPI,21.0,29.96,629.16
1207,04-Mar-2025,Books,north,UPI,17.0,105.12,1787.04
1296,03/31/2025,Books,EAST,Debit Card,3.0,118.29,354.87
1696,07/30/2025,  Electronics  ,  North  ,Credit Card,21.0,466.61,9798.81
2064,11/19/2025,Books,EAST,,10.0,58.48,584.8
1074,23/01/2025,  Books  ,  West  ,Credit Card,15.0,118.65,1779.75
1606,03/07/2025,Home & Kitchen,South,Net Banking,7.0,333.44,2334.08
1105,2025-02-01,Electronics,east,UPI,4.0,89.99,359.96
2029,2025-11-09,Electronics,East,Debit Card,7.0,,
2121,2025-12-07,Electronics,west,Credit Card,7.0,442.22,3095.54
2198,30/12/2025,Books,SOUTH,UPI,14.0,194.69,2725.66
1017,2025-01-05,TOYS,east,Debit Card,2.0,36.68,73.36
1440,05/14/2025,TOYS,EAST,Debit Card,17.0,244.17,4150.89
1092,01/28/2025,SPORTS,  East  ,Credit Card,12.0,126.45,1517.4
1089,2025-01-27,sports,SOUTH,Credit Card,16.0,115.07,1841.12
2063,19-Nov-2025,Clothing,  North  ,Cash,3.0,481.92,1445.76
1909,2025-10-03,TOYS,EAST,Cash,19.0,104.76,1990.44
1451,17-May-2025,Home & Kitchen,East,,17.0,91.87,1561.79
1718,06/08/2025,Clothing,south,Debit Card,5.0,204.59,1022.95
1103,31-Jan-2025,ELECTRONICS,West,Cash,11.0,349.73,3847.03
1239,14-Mar-2025,Clothing,North,Cash,9.0,350.98,3158.82
1069,2025-01-21,clothing,East,UPI,4.0,307.22,1228.88
1943,13-Oct-2025,clothing,east,Debit Card,3.0,374.8,1124.4
1247,16-Mar-2025,Toys,North,Cash,8.0,280.88,2247.04
1939,12-Oct-2025,  Toys  ,SOUTH,Debit Card,13.0,117.0,1521.0
2196,12/29/2025,Electronics,South,Cash,8.0,301.73,2413.84
1158,17/02/2025,Home & Kitchen,WEST,Credit Card,7.0,190.86,1336.02
1480,05/26/2025,Books,West,Debit Card,22.0,338.02,7436.44
1839,12-Sep-2025,electronics,west,Cash,21.0,215.93,4534.53
1646,15/07/2025,sports,West,UPI,14.0,290.54,4067.56
1006,02/01/2025,Clothing,west,Credit Card,10.0,448.2,4482.0
2104,12/01/2025,SPORTS,West,Cash,19.0,209.08,3972.52
1872,09/22/2025,electronics,NORTH,Credit Card,5.0,350.1,1750.5
1966,20/10/2025,Clothing,West,UPI,19.0,482.82,9173.58
1019,06-Jan-2025,CLOTHING,SOUTH,Debit Card,3.0,149.73,449.19
2026,08/11/2025,toys,east,Cash,5.0,123.95,619.75
1122,06/02/2025,ELECTRONICS,South,Credit Card,6.0,212.54,1275.24
1947,15-Oct-2025,home & kitchen,East,Debit Card,18.0,304.97,5489.46
1662,20/07/2025,Electronics,west,Net Banking,12.0,410.28,4923.36
2025,2025-11-07,  Toys  ,East,UPI,22.0,197.42,4343.24
1275,25-Mar-2025,Books,  North  ,UPI,19.0,285.26,5419.94
1434,12/05/2025,  Sports  ,east,UPI,13.0,445.31,5789.03
1812,09/04/2025,ELECTRONICS,east,UPI,8.0,487.47,3899.76
2156,12/17/2025,SPORTS,  South  ,Cash,13.0,76.02,988.26
1312,04/05/2025,Sports,  East  ,Debit Card,13.0,340.38,4424.94
2140,12/12/2025,toys,West,Net Banking,18.0,,
2152,12/16/2025,Books,NORTH,Cash,9.0,285.1,2565.9
1781,2025-08-25,ELECTRONICS,West,Net Banking,2.0,,
1547,15-Jun-2025,Sports,South,Debit Card,12.0,196.72,2360.64
1182,24/02/2025,Electronics,EAST,UPI,17.0,384.42,6535.14
1185,2025-02-25,ELECTRONICS,East,Debit Card,22.0,377.11,8296.42
1407,04-May-2025,Electronics,North,UPI,2.0,244.85,489.7
1866,20/09/2025,SPORTS,  North  ,Debit Card,15.0,183.73,2755.95
1521,2025-06-07,electronics,NORTH,Credit Card,1282.0,253.13,324512.66
2004,11/01/2025,Toys,East,UPI,8.0,459.61,3676.88
1381,2025-04-26,toys,WEST,Credit Card,18.0,237.21,4269.78
1428,05/10/2025,TOYS,east,Debit Card,10.0,389.64,3896.4
1079,24-Jan-2025,Books,North,Credit Card,3.0,367.54,1102.62
2010,03/11/2025,TOYS,South,Cash,5.0,63.52,317.6
1191,02/27/2025,Home & Kitchen,SOUTH,UPI,13.0,372.42,4841.46
1608,07/04/2025,Electronics,NORTH,Net Banking,10.0,204.19,2041.9
2081,2025-11-24,Books,East,Credit Card,20.0,308.75,6175.0
2110,03/12/2025,TOYS,West,Credit Card,16.0,192.03,3072.48
1538,2025-06-13,Electronics,North,Debit Card,4.0,401.72,1606.88
1959,18-Oct-2025,electronics,north,,4.0,18.79,75.16
1560,06/19/2025,ELECTRONICS,north,Net Banking,7.0,307.67,2153.69
1847,14-Sep-2025,  Books  ,East,Credit Card,22.0,,
1691,29-Jul-2025,SPORTS,  West  ,Debit Card,19.0,405.16,7698.04
2185,2025-12-26,CLOTHING,east,Credit Card,4.0,475.51,1902.04
2138,12/12/2025,ELECTRONICS,East,Credit Card,18.0,67.78,1220.04
1437,2025-05-13,Books,West,Net Banking,24.0,247.25,5934.0
1491,29-May-2025,  Toys  ,,Credit Card,7.0,80.26,561.82
1917,2025-10-06,  Electronics  ,  West  ,Net Banking,7.0,24.87,174.09
2119,06-Dec-2025,SPORTS,east,Debit Card,13.0,203.35,2643.55
1070,21/01/2025,Toys,West,UPI,5.0,84.38,421.9
1809,2025-09-03,TOYS,WEST,Net Banking,18.0,120.74,2173.32
1012,01/04/2025,  Home & Kitchen  ,west,Net Banking,7.0,354.2,2479.4
1145,2025-02-13,  Home & Kitchen  ,,Net Banking,19.0,42.47,806.93
1918,06/10/2025,toys,West,UPI,6.0,445.51,2673.06
1640,07/13/2025,Clothing,SOUTH,UPI,1.0,202.76,202.76
1177,2025-02-23,Books,North,UPI,5.0,7.63,38.15
1995,29-Oct-2025,sports,  South  ,Net Banking,3.0,13.04,39.12
1441,2025-05-14,Sports,SOUTH,Net Banking,4.0,419.92,1679.68
1522,08/06/2025,Books,NORTH,Net Banking,2.0,29.87,59.74
2005,2025-11-01,  Books  ,  North  ,Cash,1.0,326.65,326.65
1144,02/13/2025,sports,North,UPI,23.0,235.82,5423.86
1754,17/08/2025,Sports,East,Debit Card,3.0,,
1520,06/07/2025,  Clothing  ,South,Cash,6.0,257.38,1544.28
1823,07-Sep-2025,clothing,SOUTH,UPI,5.0,293.71,1468.55
1429,2025-05-10,TOYS,  East  ,Debit Card,15.0,431.79,6476.85
1613,2025-07-05,Clothing,North,Net Banking,21.0,347.07,7288.47
2033,2025-11-10,Home & Kitchen,  South  ,Debit Card,20.0,268.28,5365.6
1157,2025-02-17,HOME & KITCHEN,east,Debit Card,11.0,41.68,458.48
1540,06/13/2025,Home & Kitchen,south,Credit Card,1.0,376.63,376.63
1462,20/05/2025,Books,east,Debit Card,3.0,,
1577,2025-06-24,  Home & Kitchen  ,  West  ,Debit Card,23.0,44.08,1013.84
1256,03/19/2025,HOME & KITCHEN,North,Debit Card,16.0,413.58,6617.28
1980,10/25/2025,Books,North,UPI,10.0,150.21,1502.1
2007,02-Nov-2025,Home & Kitchen,East,Cash,,204.0,
1561,2025-06-20,Books,north,Debit Card,20.0,340.86,6817.2
1209,2025-03-05,Toys,North,Net Banking,19.0,124.54,2366.26
1911,04-Oct-2025,  Sports  ,  South  ,Debit Card,17.0,346.1,5883.7
1002,01/01/2025,  Sports  ,West,Debit Card,2.0,294.3,588.6
1270,23/03/2025,Clothing,East,Credit Card,24.0,208.54,5004.96
1266,22/03/2025,Electronics,EAST,Cash,16.0,429.72,6875.52
1915,05-Oct-2025,Toys,south,Net Banking,8.0,13.02,104.16
1231,11-Mar-2025,Toys,  West  ,Debit Card,19.0,,
1818,06-Sep-2025,Electronics,East,Credit Card,14.0,30.06,420.84
2034,10-Nov-2025,  Sports  ,south,Credit Card,22.0,,
1865,2025-09-20,ELECTRONICS,East,Cash,4.0,137.75,551.0
2067,20-Nov-2025,  Clothing  ,west,Net Banking,16.0,272.98,4367.68
1874,23/09/2025,  Books  ,West,UPI,19.0,322.54,6128.26
2090,27/11/2025,Home & Kitchen,west,Debit Card,22.0,352.36,7751.92
1399,01-May-2025,ELECTRONICS,East,,6.0,35.97,215.82
2113,2025-12-04,Sports,  South  ,Credit Card,22.0,255.44,5619.68
1046,14/01/2025,Electronics,North,UPI,9.0,181.66,1634.94
1162,18/02/2025,clothing,North,Debit Card,,281.73,
1992,10/28/2025,CLOTHING,East,Cash,14.0,11431.867610627862,160046.15
1728,08/09/2025,Home & Kitchen,  East  ,,2.0,330.79,661.58
1630,10/07/2025,CLOTHING,South,UPI,18.0,275.61,4960.98
1289,2025-03-29,Home & Kitchen,SOUTH,UPI,13.0,,
2060,11/18/2025,Clothing,,Net Banking,17.0,425.73,7237.41
2193,2025-12-28,sports,WEST,Credit Card,23.0,323.76,7446.48
1576,06/24/2025,Electronics,  South  ,Net Banking,1.0,173.29,173.29
1851,16-Sep-2025,clothing,west,Debit Card,8.0,109.51,876.08
1912,10/04/2025,ELECTRONICS,south,Cash,9.0,412.52,3712.68
2106,02/12/2025,HOME & KITCHEN,west,UPI,21.0,129.19,2712.99
1933,2025-10-10,ELECTRONICS,  West  ,Net Banking,3.0,303.56,910.68
2101,2025-11-30,Toys,West,Debit Card,2.0,200.99,401.98
1248,03/16/2025,Sports,South,Net Banking,19.0,24.29,461.51
1477,2025-05-25,TOYS,East,Cash,11.0,423.33,4656.63
1086,26/01/2025,Books,,Debit Card,5.0,124.56,622.8
1470,23/05/2025,TOYS,EAST,Net Banking,13.0,287.77,3741.01
1226,10/03/2025,toys,South,Credit Card,17.0,165.63,2815.71
1775,23-Aug-2025,ELECTRONICS,,Cash,9.0,,
1332,04/11/2025,Toys,South,UPI,7.0,306.8,2147.6
1234,12/03/2025,HOME & KITCHEN,  South  ,Net Banking,4.0,408.4,1633.6
1589,2025-06-28,home & kitchen,North,Net Banking,15.0,299.63,4494.45
1476,05/25/2025,Sports,south,UPI,6.0,280.61,1683.66
1600,07/01/2025,HOME & KITCHEN,  South  ,Net Banking,11.0,452.66,4979.26
1422,08/05/2025,  Clothing  ,  South  ,Debit Card,5.0,33.2,166.0
1183,25-Feb-2025,  Home & Kitchen  ,west,Credit Card,5.0,14636.837456182726,73184.19
1989,2025-10-27,toys,EAST,UPI,5.0,5.55,27.75
2001,2025-10-31,  Toys  ,west,Cash,18.0,71.62,1289.16
1050,15/01/2025,Books,North,Credit Card,742.0,157.36,116761.12
2145,2025-12-14,electronics,South,Credit Card,15.0,299.64,4494.6
2030,09/11/2025,Clothing,  West  ,Net Banking,4.0,92.56,370.24
1530,10/06/2025,Electronics,East,Cash,15.0,122.55,1838.25
1487,28-May-2025,TOYS,West,,2.0,435.98,871.96
1498,31/05/2025,CLOTHING,SOUTH,UPI,21.0,149.27,3134.67
1107,02-Feb-2025,Home & Kitchen,west,Credit Card,22.0,208.92,4596.24
1444,05/15/2025,Home & Kitchen,South,UPI,21.0,206.37,4333.77
1647,16-Jul-2025,Clothing,NORTH,Net Banking,5.0,234.67,1173.35
2037,2025-11-11,toys,East,Debit Card,23.0,407.17,9364.91
1727,09-Aug-2025,ELECTRONICS,East,Credit Card,8.0,339.53,2716.24
1191,27-Feb-2025,Home & Kitchen,South,UPI,13.0,372.42,4841.46
1283,27-Mar-2025,Sports,West,Debit Card,1.0,24.27,24.27
1030,09/01/2025,Home & Kitchen,South,Credit Card,13.0,329.31,4281.03
1170,21/02/2025,BOOKS,East,Debit Card,17.0,362.76,6166.92
2002,31/10/2025,SPORTS,,Debit Card,20.0,51.74,1034.8
1101,2025-01-31,Sports,EAST,Net Banking,24.0,217.33,5215.92
1198,01/03/2025,books,north,UPI,7.0,9376.872350728549,65638.11
1496,05/31/2025,books,,UPI,12.0,460.77,5529.24
1648,07/16/2025,  Electronics  ,North,Credit Card,6.0,63.76,382.56
1988,10/27/2025,Sports,south,Debit Card,19.0,151.43,2877.17
1045,2025-01-14,Sports,NORTH,Cash,,270.1,
1711,04-Aug-2025,BOOKS,North,Cash,20.0,62.6,1252.0
1374,24/04/2025,  Home & Kitchen  ,NORTH,Debit Card,23.0,427.01,9821.23
1679,25-Jul-2025,Sports,NORTH,UPI,11.0,241.29,2654.19
1567,21-Jun-2025,SPORTS,north,Credit Card,4.0,,
1848,09/15/2025,Clothing,North,Net Banking,6.0,172.04,1032.24
1461,2025-05-20,Electronics,  West  ,Net Banking,14.0,287.58,4026.12
1040,01/12/2025,Books,WEST,UPI,11.0,59.66,656.26
1435,12-May-2025,  Books  ,West,Net Banking,5.0,188.88,944.4
1974,23/10/2025,Books,  West  ,Cash,16.0,302.45,4839.2
2008,11/02/2025,TOYS,South,Cash,21.0,365.82,7682.22
1457,2025-05-19,Sports,North,Net Banking,3.0,278.57,835.71
1261,2025-03-20,ELECTRONICS,  North  ,Net Banking,3.0,51.98,155.94
1036,01/11/2025,Toys,EAST,Credit Card,24.0,333.79,8010.96
1828,09/09/2025,Home & Kitchen,NORTH,UPI,8.0,296.23,2369.84
1310,04/04/2025,Toys,North,Cash,14.0,230.11,3221.54
1277,2025-03-25,electronics,South,Net Banking,8.0,,
